CustomerID,Age,Gender,AnnualIncome,Tenure,Transactions,AvgBalance,LoanHistory,CreditCardUsage,DefaultHistory,Churn,P_Hard,P_Soft,Change_Score,P_Fused,Churn_Predicted,Rank
CUST5242,54,Male,483878,2,139,103692.12,1,0,0,0,0.9753453432070635,0.4,0.0,0.9481963775680428,1,57
CUST10482,50,Male,316107,2,104,8546.7,1,0,0,1,0.9753453432070635,0.4,0.0,0.9481963775680428,1,69
CUST4651,43,Female,421120,2,117,101944.49,0,1,0,1,0.9753453432070635,0.4,0.0,0.9481963775680428,1,55
CUST5540,51,Male,275427,2,96,84365.13,0,0,0,0,0.9753453432070635,0.4,0.0,0.9481963775680428,1,58
CUST9074,23,Male,226038,2,128,102990.51,0,0,0,0,0.9753453432070635,0.4,0.0,0.9481963775680428,1,65
CUST10476,67,Female,309777,2,115,24097.31,0,1,0,1,0.9753453432070635,0.4,0.0,0.9481963775680428,1,68
CUST2705,22,Female,545938,2,125,82426.27,1,1,0,1,0.9753453432070635,0.4,0.0,0.9481963775680428,1,50
CUST3649,57,Male,399530,2,129,90348.82,0,1,0,1,0.9753453432070635,0.4,0.0,0.9481963775680428,1,52
CUST6885,69,Male,354042,0,140,45502.0,1,1,0,0,0.9667646529485872,0.4,0.2,0.9478807572651012,1,77
CUST4200,68,Female,564758,0,125,89090.19,1,1,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,75
CUST1637,53,Female,252499,0,140,54524.39,1,1,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,70
CUST9219,47,Female,304791,0,133,65395.81,1,0,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,80
CUST3737,33,Male,489741,0,112,69412.25,1,0,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,74
CUST8839,53,Male,256400,0,130,62547.25,1,1,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,79
CUST7069,65,Male,234024,0,99,61039.23,1,1,0,0,0.9667646529485872,0.4,0.2,0.9478807572651012,1,78
CUST3279,68,Male,319779,0,120,56804.93,1,0,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,71
CUST3520,67,Male,497535,0,141,63361.64,1,0,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,73
CUST3326,34,Male,294328,0,145,3248.16,1,1,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,72
CUST5107,53,Male,487901,0,133,90771.87,1,0,0,1,0.9667646529485872,0.4,0.2,0.9478807572651012,1,76
CUST4122,24,Male,2080786,1,143,645619.97,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,90
CUST3336,63,Female,1348929,1,114,397941.26,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,88
CUST2669,46,Female,1434491,2,122,504079.79,1,0,1,0,0.966764652948587,0.49,0.0,0.9474181291076842,1,86
CUST5082,64,Female,1343771,1,128,414133.64,1,0,1,0,0.966764652948587,0.49,0.0,0.9474181291076842,1,91
CUST1012,41,Female,2063710,2,126,583067.57,1,0,1,0,0.966764652948587,0.49,0.0,0.9474181291076842,1,81
CUST2458,54,Female,1500772,2,132,430407.55,1,0,1,0,0.966764652948587,0.49,0.0,0.9474181291076842,1,85
CUST2423,60,Female,446130,1,127,80071.4,1,0,1,0,0.9667646529485872,0.49,0.0,0.9474181291076842,1,84
CUST6181,33,Male,1206095,1,146,353756.56,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,94
CUST1817,66,Female,907597,1,101,191380.32,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,82
CUST6210,34,Male,2391355,1,157,724753.84,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,95
CUST3919,63,Female,992922,1,125,237108.65,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,89
CUST2318,35,Male,1756542,1,135,564563.83,1,0,1,0,0.966764652948587,0.49,0.0,0.9474181291076842,1,83
CUST5947,44,Male,947405,1,137,269781.24,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,92
CUST5980,39,Female,1237825,2,97,428567.23,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,93
CUST2759,40,Male,1762485,1,100,495426.85,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,87
CUST10913,67,Female,1367016,1,124,348661.98,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,98
CUST6655,47,Female,1316060,2,131,401564.08,1,0,1,1,0.966764652948587,0.49,0.0,0.9474181291076842,1,96
CUST9200,48,Female,727956,2,144,214162.82,1,0,1,0,0.966764652948587,0.49,0.0,0.9474181291076842,1,97
CUST8120,51,Female,454686,25,130,51527.43,0,0,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,117
CUST8272,35,Female,290721,23,114,72325.31,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,118
CUST1855,45,Female,326788,23,130,69871.59,1,0,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,100
CUST7130,18,Female,478477,22,89,38573.38,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,115
CUST2497,28,Female,478169,18,128,80653.8,1,0,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,103
CUST3532,67,Male,209958,22,132,48680.85,0,0,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,107
CUST5060,64,Male,229715,22,113,61601.0,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,110
CUST3302,69,Female,256625,20,122,31446.8,0,1,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,105
CUST6255,30,Female,417199,19,149,63635.57,1,1,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,114
CUST6226,56,Male,327390,23,137,40536.52,0,0,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,113
CUST1774,25,Male,324283,21,152,42750.91,0,0,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,99
CUST9291,67,Female,464336,22,139,70200.36,0,1,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,120
CUST3734,31,Male,382159,23,136,73362.12,0,0,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,108
CUST1876,31,Male,240565,22,134,22567.32,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,101
CUST4727,34,Male,353947,20,116,31497.01,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,109
CUST2872,30,Male,213869,22,125,36016.78,1,0,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,104
CUST3396,66,Female,472196,18,118,60618.88,1,0,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,106
CUST5305,53,Female,343954,18,122,77004.97,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,111
CUST5418,61,Female,343128,19,132,69046.29,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,112
CUST7792,28,Female,376339,24,126,74861.74,0,0,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,116
CUST8618,50,Female,203468,23,122,55789.41,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,119
CUST10677,68,Female,267983,22,105,54771.47,1,0,1,0,0.9624029534719581,0.49,0.0,0.9456958113699201,1,122
CUST9916,40,Male,225294,24,139,80270.41,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,121
CUST2376,19,Male,413273,22,116,56597.11,0,1,1,1,0.9624029534719581,0.49,0.0,0.9456958113699201,1,102
CUST4344,43,Female,263474,1,114,94379.07,1,0,0,1,0.9667646529485872,0.4,0.0,0.9448055408257957,1,123
CUST4726,58,Female,303018,1,106,46236.43,1,0,0,1,0.9667646529485872,0.4,0.0,0.9448055408257957,1,124
CUST5696,40,Female,269776,1,135,54278.46,1,0,0,0,0.9667646529485872,0.4,0.0,0.9448055408257957,1,125
CUST9140,65,Female,429014,1,129,36030.54,1,0,0,1,0.9667646529485872,0.4,0.0,0.9448055408257957,1,126
CUST7329,45,Female,570063,0,153,167151.52,1,0,0,1,0.9587981555853041,0.4,0.2,0.9447213980983019,1,132
CUST3147,46,Female,453130,0,116,157792.01,0,1,0,0,0.9587981555853041,0.4,0.2,0.9447213980983019,1,128
CUST6811,23,Female,494458,0,114,158047.41,1,0,0,1,0.9587981555853041,0.4,0.2,0.9447213980983019,1,131
CUST2970,36,Female,314479,0,136,154178.39,0,1,0,1,0.9587981555853041,0.4,0.2,0.9447213980983019,1,127
CUST5731,65,Male,539126,0,124,154486.29,0,0,0,1,0.9587981555853041,0.4,0.2,0.9447213980983019,1,130
CUST8780,23,Female,685197,0,138,143697.88,0,0,0,1,0.9587981555853041,0.4,0.2,0.9447213980983019,1,134
CUST4105,27,Female,665393,0,135,141459.38,1,0,0,0,0.9587981555853041,0.4,0.2,0.9447213980983019,1,129
CUST8133,22,Male,767696,0,145,141141.17,0,0,0,1,0.9587981555853041,0.4,0.2,0.9447213980983019,1,133
CUST9076,43,Male,534629,0,137,154543.47,1,1,0,0,0.9587981555853041,0.4,0.2,0.9447213980983019,1,135
CUST10457,29,Male,525262,0,160,162534.41,1,1,0,0,0.9587981555853041,0.4,0.2,0.9447213980983019,1,137
CUST10146,39,Male,591755,0,121,146522.46,1,1,0,0,0.9587981555853041,0.4,0.2,0.9447213980983019,1,136
CUST9254,36,Male,2285459,0,94,719902.51,0,0,1,1,0.9458084710945905,0.49,0.2,0.9420431888487115,1,144
CUST4628,61,Female,2131264,0,122,649136.79,0,0,1,0,0.9458084710945905,0.49,0.2,0.9420431888487115,1,142
CUST2613,42,Male,2343811,0,151,732479.26,0,0,1,0,0.9458084710945905,0.49,0.2,0.9420431888487115,1,139
CUST3938,49,Male,1699090,0,120,519382.63,0,0,1,1,0.9458084710945905,0.49,0.2,0.9420431888487115,1,140
CUST6768,36,Male,1949875,0,116,588385.42,0,0,1,1,0.9458084710945905,0.49,0.2,0.9420431888487115,1,143
CUST3947,19,Female,2231172,0,136,716531.53,0,0,1,0,0.9458084710945905,0.49,0.2,0.9420431888487115,1,141
CUST10995,55,Male,1793027,0,106,552043.68,0,0,1,1,0.9458084710945905,0.49,0.2,0.9420431888487115,1,146
CUST1235,18,Female,2094728,0,139,703997.05,0,0,1,0,0.9458084710945905,0.49,0.2,0.9420431888487115,1,138
CUST10216,18,Female,2001798,0,141,533219.88,0,0,1,1,0.9458084710945905,0.49,0.2,0.9420431888487115,1,145
CUST5589,44,Female,580445,1,153,156698.41,1,1,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,157
CUST5050,34,Female,819165,2,135,140233.15,1,1,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,156
CUST8775,49,Female,319786,1,151,156512.21,1,1,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,162
CUST3347,43,Male,489041,1,149,158690.64,0,0,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,152
CUST2291,63,Female,484487,1,142,156738.52,0,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,148
CUST7900,18,Female,209495,2,136,139790.0,0,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,160
CUST2368,57,Female,390701,1,141,160154.5,1,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,149
CUST3392,42,Female,478852,2,148,148248.07,0,1,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,153
CUST3167,49,Male,446797,2,134,143322.92,0,0,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,151
CUST2766,52,Female,478833,1,121,152918.57,1,1,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,150
CUST5913,19,Female,495843,2,129,165317.72,0,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,158
CUST8248,37,Female,445377,2,130,154256.05,1,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,161
CUST8959,69,Female,498987,1,137,149004.45,0,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,163
CUST6816,20,Male,555698,2,132,141404.92,0,1,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,159
CUST4778,54,Female,774662,1,118,158523.86,0,0,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,155
CUST1706,23,Male,556338,2,120,158479.78,0,0,0,0,0.9587981555853041,0.4,0.0,0.9414712789289936,1,147
CUST9282,54,Male,506042,1,129,152498.89,0,1,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,164
CUST4393,26,Male,320270,2,145,152018.44,0,0,0,1,0.9587981555853041,0.4,0.0,0.9414712789289936,1,154
CUST4102,64,Male,202438,24,140,0.0,1,0,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,168
CUST9876,24,Male,259895,6,162,0.0,0,1,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,172
CUST5269,37,Female,212685,18,151,0.0,1,0,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,169
CUST10491,63,Male,254470,24,155,0.0,1,1,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,173
CUST1539,48,Male,224022,10,140,0.0,1,0,0,1,0.9421615301094126,0.4,0.3,0.939284514322871,1,165
CUST2511,40,Female,316905,18,144,0.0,0,1,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,166
CUST2531,19,Male,297421,17,145,0.0,0,0,0,1,0.9421615301094126,0.4,0.3,0.939284514322871,1,167
CUST10510,29,Male,213763,7,139,0.0,0,0,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,174
CUST8099,60,Male,247285,23,156,0.0,1,0,0,1,0.9421615301094126,0.4,0.3,0.939284514322871,1,171
CUST8047,25,Male,246233,23,142,0.0,0,1,0,0,0.9421615301094126,0.4,0.3,0.939284514322871,1,170
CUST9441,68,Female,2010890,1,132,655424.24,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,186
CUST5069,60,Male,1988734,1,112,595620.41,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,177
CUST9497,61,Female,2133338,1,105,698953.29,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,187
CUST4731,56,Male,2062334,1,129,681379.73,0,0,1,0,0.9458084710945905,0.49,0.0,0.9386458302005637,1,176
CUST9119,51,Female,2326705,2,114,689894.16,0,0,1,0,0.9458084710945905,0.49,0.0,0.9386458302005637,1,185
CUST7038,21,Male,1424117,2,134,446079.29,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,181
CUST5294,30,Female,1906880,1,125,583998.54,0,0,1,0,0.9458084710945905,0.49,0.0,0.9386458302005637,1,178
CUST5969,58,Male,2183479,2,139,693302.44,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,179
CUST7559,45,Female,2318637,2,133,620456.89,0,0,1,0,0.9458084710945905,0.49,0.0,0.9386458302005637,1,182
CUST8468,43,Male,2021104,2,143,586564.66,0,0,1,0,0.9458084710945905,0.49,0.0,0.9386458302005637,1,184
CUST2680,52,Female,2298375,2,113,635231.21,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,175
CUST9837,56,Male,1815018,1,146,505842.68,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,188
CUST8138,35,Male,2081464,2,142,560315.25,0,0,1,1,0.9458084710945905,0.49,0.0,0.9386458302005637,1,183
CUST6032,60,Female,1778989,1,137,497937.4,0,0,1,0,0.9458084710945905,0.49,0.0,0.9386458302005637,1,180
CUST5806,53,Male,333001,8,144,35658.51,0,1,0,0,0.9421615301094126,0.4,0.0,0.9338908714764417,1,198
CUST3996,52,Male,328773,15,142,8406.99,0,1,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,195
CUST8358,26,Female,313827,7,155,28793.97,1,0,0,0,0.9421615301094126,0.4,0.0,0.9338908714764417,1,202
CUST5217,23,Female,219198,19,153,27106.94,1,0,0,0,0.9421615301094126,0.4,0.0,0.9338908714764417,1,197
CUST3979,26,Male,577403,16,139,20269.59,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,194
CUST1313,28,Male,289244,17,152,38346.35,0,0,0,0,0.9421615301094126,0.4,0.0,0.9338908714764417,1,189
CUST9661,37,Female,211683,22,150,14055.22,0,1,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,206
CUST5185,39,Male,222036,20,139,42616.98,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,196
CUST9480,34,Female,274992,10,144,32990.16,1,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,205
CUST7732,23,Male,234635,7,145,30330.81,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,200
CUST3680,28,Female,236680,24,150,18099.03,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,191
CUST9065,32,Male,336803,14,150,30583.97,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,203
CUST3802,34,Male,368561,15,142,39498.79,0,1,0,0,0.9421615301094126,0.4,0.0,0.9338908714764417,1,192
CUST9066,20,Male,221500,18,146,42736.82,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,204
CUST6756,57,Male,476914,12,138,11048.93,0,1,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,199
CUST10577,48,Female,354147,24,146,14874.45,1,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,208
CUST3824,19,Female,223439,22,140,21854.36,0,1,0,0,0.9421615301094126,0.4,0.0,0.9338908714764417,1,193
CUST3500,30,Female,422424,10,142,10984.17,0,1,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,190
CUST9999,55,Female,359270,23,138,36612.44,0,0,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,207
CUST7843,60,Male,215091,20,141,20825.61,1,1,0,1,0.9421615301094126,0.4,0.0,0.9338908714764417,1,201
CUST6733,48,Male,360066,24,90,0.0,0,0,0,0,0.9282032082481352,0.4,0.3,0.9327646818437616,1,209
CUST10786,21,Female,315256,8,95,0.0,0,0,0,1,0.9282032082481352,0.4,0.3,0.9327646818437616,1,210
CUST3876,65,Female,1567904,2,91,507567.41,0,1,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,231
CUST8658,51,Female,1327820,2,105,387188.44,1,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,273
CUST8026,27,Male,2075842,1,104,595057.92,0,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,269
CUST10754,42,Female,1733365,2,107,444428.03,0,1,0,1,0.9345540460720617,0.4,0.0,0.9301285108182841,1,284
CUST8020,49,Male,1211008,2,108,403809.09,1,1,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,268
CUST7912,60,Male,1019072,2,92,277825.43,0,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,266
CUST7910,67,Male,1260041,2,100,408622.89,0,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,265
CUST7921,64,Female,1074756,2,109,287584.0,1,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,267
CUST8701,46,Male,1088580,1,102,343483.37,1,0,0,1,0.9345540460720617,0.4,0.0,0.9301285108182841,1,274
CUST4216,52,Male,1916126,1,104,523276.94,0,0,0,1,0.9345540460720617,0.4,0.0,0.9301285108182841,1,235
CUST3473,66,Male,1163912,2,107,312309.96,1,1,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,226
CUST5426,37,Male,1993555,1,105,483649.48,0,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,242
CUST10049,55,Male,2006231,1,98,556864.63,1,0,0,1,0.9345540460720617,0.4,0.0,0.9301285108182841,1,281
CUST3423,51,Male,1255677,1,99,391371.76,1,0,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,225
CUST10119,23,Female,1782049,1,98,602689.66,0,1,0,0,0.9345540460720617,0.4,0.0,0.9301285108182841,1,282
CUST3387,24,Male,1535557,1,107,551037.37,1,1,0,1,0.9345540460720617,0.4,0.0,0.9301285108182841,1,224
