CustomerID,Age,Gender,AnnualIncome,Tenure,Transactions,Transactions_w,AvgBalance,AvgBalance_w,LoanHistory,CreditCardUsage,DefaultHistory,Churn,z_Tenure,z_Transactions,z_AvgBalance,LFM_Cluster,LFM_Band
CUST1028,61,Female,789573,1,132,132,280662.96,280662.96,0,1,0,0,-0.9230769230769231,0.2692307692307692,-0.34527994244543053,3,Medium
CUST1029,42,Female,1308123,11,128,128,500736.91,500736.91,1,0,1,0,-0.15384615384615385,0.11538461538461539,0.2902192447282445,1,Low
CUST1030,66,Female,1966087,11,143,143,601404.98,601404.98,1,1,1,0,-0.15384615384615385,0.6923076923076923,0.5809146071704719,5,Ultra
CUST1031,44,Female,2255852,3,141,141,652999.23,652999.23,1,1,0,0,-0.7692307692307693,0.6153846153846154,0.7299013633850779,3,Medium
CUST1032,59,Female,965127,15,143,143,273700.94,273700.94,1,1,0,0,0.15384615384615385,0.6923076923076923,-0.36538390318720343,2,Very High
CUST1033,45,Female,1871570,19,112,112,526300.0,526300.0,0,1,0,0,0.46153846153846156,-0.5,0.36403680885451895,4,High
CUST1034,33,Male,2173020,9,152,152,640385.48,640385.48,0,1,0,0,-0.3076923076923077,1.0384615384615385,0.6934771165707142,5,Ultra
CUST1035,32,Male,1617119,24,119,119,633144.44,633144.44,0,1,0,0,0.8461538461538461,-0.23076923076923078,0.6725674403719087,4,High
CUST1036,64,Female,521289,9,141,141,203911.61,203911.61,1,0,0,0,-0.3076923076923077,0.6153846153846154,-0.5669119008825027,3,Medium
CUST1037,68,Female,2471834,6,143,143,771186.9,771186.9,0,0,0,0,-0.5384615384615384,0.6923076923076923,1.0711874093662155,5,Ultra
CUST1038,61,Male,1568240,13,143,143,488445.2,488445.2,0,0,0,0,0.0,0.6923076923076923,0.25472494059104644,5,Ultra
CUST1039,69,Female,1777408,6,141,141,538740.67,538740.67,0,1,0,0,-0.5384615384615384,0.6153846153846154,0.3999612591263296,3,Medium
CUST1040,20,Male,1208358,11,136,136,368877.34,368877.34,1,0,0,0,-0.15384615384615385,0.4230769230769231,-0.090546627634524,3,Medium
CUST1041,54,Male,1157122,10,126,126,428755.75,428755.75,0,1,1,0,-0.23076923076923078,0.038461538461538464,0.0823619827859826,1,Low
CUST1042,68,Male,2134062,16,158,158,647386.39,647386.39,1,0,1,0,0.23076923076923078,1.2692307692307692,0.7136933784884745,5,Ultra
CUST1043,24,Female,2191524,10,147,147,646447.99,646447.99,0,1,0,0,-0.23076923076923078,0.8461538461538461,0.710983596448193,5,Ultra
CUST1044,38,Female,1174090,20,136,136,300009.38,300009.38,0,1,0,0,0.5384615384615384,0.4230769230769231,-0.2894140201737554,2,Very High
CUST1045,26,Female,459711,2,117,117,144829.92,144829.92,0,0,1,0,-0.8461538461538461,-0.3076923076923077,-0.7375198532178292,0,Very Low
CUST1046,56,Male,825122,18,154,154,217398.05,217398.05,1,0,0,0,0.38461538461538464,1.1153846153846154,-0.5279676202992417,2,Very High
CUST1047,35,Male,2337154,21,120,120,692521.46,692521.46,0,0,0,0,0.6153846153846154,-0.19230769230769232,0.8440282059318266,5,Ultra
CUST1048,21,Male,455549,3,95,95,88693.56,88693.56,1,1,0,0,-0.7692307692307693,-1.1538461538461537,-0.8996226879735503,0,Very Low
CUST1049,42,Female,1181124,7,118,118,357538.29,357538.29,0,0,1,0,-0.46153846153846156,-0.2692307692307692,-0.12328997167102486,0,Very Low
CUST1050,31,Male,1991624,13,130,130,564576.73,564576.73,1,0,0,0,0.0,0.19230769230769232,0.47456706835441076,5,Ultra
CUST1051,67,Male,682843,19,124,124,141340.21,141340.21,1,1,0,0,0.46153846153846156,-0.038461538461538464,-0.7475969562482963,2,Very High
CUST1052,26,Female,574994,23,134,134,235619.13,235619.13,0,0,0,0,0.7692307692307693,0.34615384615384615,-0.4753512996060087,2,Very High
CUST1053,43,Male,1902875,13,101,101,498259.57,498259.57,1,1,0,0,0.0,-0.9230769230769231,0.28306552409773456,4,High
CUST1054,19,Male,1978650,15,130,130,554436.81,554436.81,0,1,0,0,0.15384615384615385,0.19230769230769232,0.4452864064768644,5,Ultra
CUST1055,37,Female,470640,14,119,119,160108.47,160108.47,0,1,0,0,0.07692307692307693,-0.23076923076923078,-0.6934005646505437,0,Very Low
CUST1056,45,Female,1369098,11,130,130,460729.72,460729.72,0,0,0,0,-0.15384615384615385,0.19230769230769232,0.17469200160790796,5,Ultra
CUST1057,64,Male,605486,15,154,154,180188.98,180188.98,0,1,0,0,0.15384615384615385,1.1153846153846154,-0.6354148385660486,2,Very High
CUST1058,24,Female,1808439,19,114,114,536383.98,536383.98,1,1,0,0,0.46153846153846156,-0.4230769230769231,0.39315593491862416,4,High
CUST1059,61,Male,674406,18,140,140,136701.95,136701.95,1,0,0,0,0.38461538461538464,0.5769230769230769,-0.7609906834927073,2,Very High
CUST1060,25,Female,1849478,4,150,150,520359.79,520359.79,0,0,0,0,-0.6923076923076923,0.9615384615384616,0.34688349004217905,3,Medium
CUST1061,64,Male,1342142,11,130,130,318004.34,318004.34,0,1,0,0,-0.15384615384615385,0.19230769230769232,-0.2374506576166567,3,Medium
CUST1062,52,Female,1500637,4,140,140,441551.55,441551.55,0,0,0,0,-0.6923076923076923,0.5769230769230769,0.11931192847122571,3,Medium
CUST1063,31,Male,2183488,9,93,93,679056.26,679056.26,0,1,0,0,-0.3076923076923077,-1.2307692307692308,0.8051452592898867,1,Low
CUST1064,34,Female,601914,25,133,133,199958.05,199958.05,0,0,0,0,0.9230769230769231,0.3076923076923077,-0.5783284459412993,2,Very High
CUST1065,53,Female,1450040,16,107,107,346527.16,346527.16,1,1,0,0,0.23076923076923078,-0.6923076923076923,-0.15508639357767792,4,High
CUST1066,67,Female,1996999,14,131,131,630039.68,630039.68,1,0,0,0,0.07692307692307693,0.23076923076923078,0.6636019428363337,5,Ultra
CUST1067,57,Female,1156996,7,122,122,411538.61,411538.61,0,0,1,1,-0.46153846153846156,-0.11538461538461539,0.03264470150187161,1,Low
CUST1068,21,Female,237355,7,125,125,52365.03,52365.03,1,0,0,0,-0.46153846153846156,0.0,-1.004527204324597,0,Very Low
CUST1069,19,Female,1286266,7,121,121,464677.92,464677.92,0,1,0,0,-0.46153846153846156,-0.15384615384615385,0.18609306879827334,1,Low
CUST1070,23,Female,940174,9,145,145,259433.28,259433.28,0,0,0,0,-0.3076923076923077,0.7692307692307693,-0.40658408309432265,3,Medium
CUST1071,59,Male,403811,19,108,108,43718.35,43718.35,0,0,0,0,0.46153846153846156,-0.6538461538461539,-1.0294958937662637,0,Very Low
CUST1072,21,Male,1829494,12,110,110,541363.29,541363.29,0,1,0,0,-0.07692307692307693,-0.5769230769230769,0.4075344992952157,1,Low
CUST1073,46,Female,379243,15,126,126,98724.82,98724.82,1,1,1,0,0.15384615384615385,0.038461538461538464,-0.8706557994511794,2,Very High
CUST1074,35,Female,1794522,8,131,131,591183.58,591183.58,0,1,0,0,-0.38461538461538464,0.23076923076923078,0.5513986585914737,1,Low
CUST1075,43,Male,1768333,15,111,111,480639.61,480639.61,1,1,0,0,0.15384615384615385,-0.5384615384615384,0.23218503479842093,4,High
CUST1076,61,Male,477941,9,127,127,163170.7,163170.7,0,1,0,0,-0.3076923076923077,0.07692307692307693,-0.6845578793807112,0,Very Low
CUST1077,51,Female,2262574,2,129,129,592703.79,592703.79,0,1,0,0,-0.8461538461538461,0.15384615384615385,0.5557885112720538,1,Low
CUST1078,27,Male,1562956,22,108,108,441541.78,441541.78,1,1,0,0,0.6923076923076923,-0.6538461538461539,0.11928371601328298,4,High
CUST1079,53,Male,730553,21,136,136,200172.73,200172.73,0,0,0,0,0.6153846153846154,0.4230769230769231,-0.5777085226586823,2,Very High
CUST1080,31,Female,1768911,24,148,148,505417.49,505417.49,1,0,0,0,0.8461538461538461,0.8846153846153846,0.3037351778293742,5,Ultra
CUST1081,48,Female,1451782,13,112,112,357288.0,357288.0,1,1,0,0,0.0,-0.5,-0.12401272459820087,4,High
CUST1082,65,Female,2266799,12,136,136,652796.74,652796.74,0,1,0,0,-0.07692307692307693,0.4230769230769231,0.7293166407024942,5,Ultra
CUST1083,32,Male,646710,3,98,98,195510.66,195510.66,1,0,0,0,-0.7692307692307693,-1.0384615384615385,-0.5911710051358078,0,Very Low
CUST1084,25,Female,1169772,3,102,102,404100.0,404100.0,1,0,0,0,-0.7692307692307693,-0.8846153846153846,0.011164509917624755,0,Very Low
CUST1085,31,Female,1930934,5,119,119,541001.36,541001.36,0,0,0,0,-0.6153846153846154,-0.23076923076923078,0.4064893677800418,1,Low
CUST1086,40,Male,1340002,23,105,105,351023.7,351023.7,1,0,0,0,0.7692307692307693,-0.7692307692307693,-0.14210190579484883,4,High
CUST1087,57,Female,2227419,18,138,138,781422.98,781422.98,1,0,0,0,0.38461538461538464,0.5,1.1007457488236783,5,Ultra
CUST1088,38,Male,1656098,10,89,89,390415.06,390415.06,0,0,0,0,-0.23076923076923078,-1.3846153846153846,-0.02835297157675709,4,High
CUST1089,33,Male,1030258,7,134,134,270904.45,270904.45,0,1,1,0,-0.46153846153846156,0.34615384615384615,-0.37345922115163904,3,Medium
CUST1090,62,Male,297375,13,97,97,36350.75,36350.75,1,0,0,1,0.0,-1.0769230769230769,-1.0507710324704165,0,Very Low
CUST1091,35,Male,2019941,7,131,131,521949.54,521949.54,1,1,0,0,-0.46153846153846156,0.23076923076923078,0.3514741507396825,1,Low
CUST1092,64,Male,2389465,13,129,129,712234.29,712234.29,1,0,0,0,0.0,0.15384615384615385,0.9009521964445287,5,Ultra
CUST1093,41,Male,280294,22,149,149,138638.97,138638.97,0,0,0,0,0.6923076923076923,0.9230769230769231,-0.7553972244052545,2,Very High
CUST1094,43,Female,2392209,6,94,94,769719.3,769719.3,0,1,0,0,-0.5384615384615384,-1.1923076923076923,1.066949476584548,1,Low
CUST1095,42,Female,2448753,20,129,129,763249.36,763249.36,1,0,0,0,0.5384615384615384,0.15384615384615385,1.0482664765699508,5,Ultra
CUST1096,62,Female,1992563,17,111,111,657279.18,657279.18,0,0,1,0,0.3076923076923077,-0.5384615384615384,0.7422604124508306,4,High
CUST1097,58,Male,583829,11,100,100,163211.49,163211.49,0,0,0,0,-0.15384615384615385,-0.9615384615384616,-0.6844400916468845,0,Very Low
CUST1098,46,Female,1742708,13,106,106,522914.82,522914.82,0,1,0,0,0.0,-0.7307692307692307,0.354261553135082,4,High
CUST1099,32,Male,2275713,14,142,142,694840.45,694840.45,0,1,1,0,0.07692307692307693,0.6538461538461539,0.8507246652813492,5,Ultra
CUST1100,62,Female,715303,17,156,156,278055.45,278055.45,0,1,1,0,0.3076923076923077,1.1923076923076923,-0.352809550041183,2,Very High
CUST1101,18,Male,1512628,11,90,90,433604.54,433604.54,0,1,0,0,-0.15384615384615385,-1.3461538461538463,0.0963636495156243,4,High
CUST1102,42,Female,1222762,9,94,94,426735.56,426735.56,0,0,0,0,-0.3076923076923077,-1.1923076923076923,0.07652835684826309,0,Very Low
CUST1103,24,Male,1672150,11,124,124,580590.96,580590.96,0,0,0,0,-0.15384615384615385,-0.038461538461538464,0.520810752117129,1,Low
CUST1104,26,Female,754700,7,127,127,242087.96,242087.96,1,0,0,0,-0.46153846153846156,0.07692307692307693,-0.45667150489625463,0,Very Low
CUST1105,41,Male,2163327,5,142,142,689503.15,689503.15,0,1,0,0,-0.6153846153846154,0.6538461538461539,0.8353123467779461,5,Ultra
CUST1106,18,Female,453928,23,110,110,77183.56,77183.56,1,1,0,0,0.7692307692307693,-0.5769230769230769,-0.9328596778324999,2,Very High
CUST1107,61,Male,1460680,18,141,141,466700.81,466700.81,1,1,0,0,0.38461538461538464,0.6153846153846154,0.19193449142344893,5,Ultra
CUST1108,25,Female,202928,0,111,111,89189.33,89189.33,1,0,1,1,-1.0,-0.5384615384615384,-0.8981910717735179,0,Very Low
CUST1109,41,Female,1051590,12,146,146,328380.0,328380.0,1,0,0,0,-0.07692307692307693,0.8076923076923077,-0.2074892582943362,3,Medium
CUST1110,28,Female,1410280,21,131,131,466711.16,466711.16,0,0,0,0,0.6153846153846154,0.23076923076923078,0.19196437872536373,5,Ultra
CUST1111,68,Male,232309,15,89,89,77949.55,77949.55,0,1,0,0,0.15384615384615385,-1.3846153846153846,-0.9306477576012179,0,Very Low
CUST1112,34,Male,995712,17,101,101,282098.34,282098.34,1,0,0,0,0.3076923076923077,-0.9230769230769231,-0.3411350501340718,4,High
CUST1113,25,Male,240449,11,138,138,66307.27,66307.27,1,1,1,0,-0.15384615384615385,0.5,-0.9642667273922736,2,Very High
CUST1114,52,Male,1204675,24,91,91,357110.99,357110.99,0,0,0,0,0.8461538461538461,-1.3076923076923077,-0.12452386965249565,4,High
CUST1115,52,Male,1013389,4,146,146,303541.98,303541.98,0,1,0,0,-0.6923076923076923,0.8076923076923077,-0.2792130653192181,3,Medium
CUST1116,50,Female,1940831,20,129,129,563887.33,563887.33,0,1,0,0,0.5384615384615384,0.15384615384615385,0.4725763141572986,5,Ultra
CUST1117,22,Male,799181,12,144,144,219269.25,219269.25,0,1,0,0,-0.07692307692307693,0.7307692307692307,-0.5225642271259952,3,Medium
CUST1118,59,Female,1704915,25,107,107,543430.66,543430.66,1,0,0,0,0.9230769230769231,-0.6923076923076923,0.41350436512707467,4,High
CUST1119,56,Female,873769,7,115,115,264533.85,264533.85,0,0,0,0,-0.46153846153846156,-0.38461538461538464,-0.39185536082109396,0,Very Low
CUST1120,58,Male,1773851,5,143,143,474163.16,474163.16,0,0,0,0,-0.6153846153846154,0.6923076923076923,0.2134832361040686,3,Medium
CUST1121,45,Female,2220542,2,142,142,694312.01,694312.01,1,0,0,1,-0.8461538461538461,0.6538461538461539,0.8491987091630988,3,Medium
CUST1122,24,Male,1736519,24,137,137,475715.24,475715.24,0,1,0,0,0.8461538461538461,0.46153846153846156,0.21796511857325013,5,Ultra
CUST1123,26,Male,574494,25,147,147,266628.92,266628.92,0,0,0,0,0.9230769230769231,0.8461538461538461,-0.3858055067512599,2,Very High
CUST1124,25,Male,2101412,19,111,111,579915.65,579915.65,0,1,0,0,0.46153846153846156,-0.5384615384615384,0.5188606850778896,4,High
CUST1125,29,Female,316751,25,149,149,191349.1,191349.1,0,0,0,0,0.9230769230769231,0.9230769230769231,-0.6031881838949226,2,Very High
CUST1126,51,Male,1954217,3,119,119,609084.65,609084.65,0,1,0,0,-0.7692307692307693,-0.23076923076923078,0.6030908985614434,1,Low
CUST1127,50,Male,2345383,11,159,159,682478.61,682478.61,1,1,0,0,-0.15384615384615385,1.3076923076923077,0.8150278494066352,5,Ultra
CUST1128,65,Male,1932968,12,135,135,540725.14,540725.14,1,1,0,0,-0.07692307692307693,0.38461538461538464,0.4056917377766675,5,Ultra
CUST1129,40,Female,1539025,1,141,141,491264.75,491264.75,0,0,0,0,-0.9230769230769231,0.6153846153846154,0.2628668480416808,3,Medium
CUST1130,41,Male,1369715,18,104,104,392668.49,392668.49,1,0,0,0,0.38461538461538464,-0.8076923076923077,-0.021845827349315495,4,High
CUST1131,54,Female,1412250,3,128,128,387078.02,387078.02,0,1,0,0,-0.7692307692307693,0.11538461538461539,-0.037989215246514586,3,Medium
CUST1132,52,Female,1788033,22,117,117,505165.04,505165.04,0,1,0,0,0.6923076923076923,-0.3076923076923077,0.3030061875522333,4,High
CUST1133,61,Male,1274544,12,148,148,381112.78,381112.78,0,0,1,0,-0.07692307692307693,0.8846153846153846,-0.055214812239234023,3,Medium
CUST1134,57,Female,2157692,18,128,128,650976.41,650976.41,1,1,0,0,0.38461538461538464,0.11538461538461539,0.724060142896244,5,Ultra
CUST1135,39,Female,1311073,7,99,99,453834.51,453834.51,0,0,0,0,-0.46153846153846156,-1.0,0.15478096556574225,1,Low
CUST1136,44,Male,1085686,7,136,136,313820.13,313820.13,0,1,0,0,-0.46153846153846156,0.4230769230769231,-0.24953324192054174,3,Medium
CUST1137,52,Male,1841218,15,142,142,580971.21,580971.21,1,0,0,0,0.15384615384615385,0.6538461538461539,0.5219087856005231,5,Ultra
CUST1138,18,Male,2333520,25,98,98,678562.73,678562.73,0,1,1,1,0.9230769230769231,-1.0384615384615385,0.8037201114527808,4,High
CUST1139,52,Female,244109,10,122,122,27412.82,27412.82,0,1,0,1,-0.23076923076923078,-0.11538461538461539,-1.0765807534756295,0,Very Low
CUST1140,54,Male,1437293,17,131,131,395559.0,395559.0,0,0,0,0,0.3076923076923077,0.23076923076923078,-0.013499011401687955,2,Very High
CUST1141,64,Female,1174501,3,143,143,194591.98,194591.98,1,1,0,0,-0.7692307692307693,0.6923076923076923,-0.5938238424810398,3,Medium
CUST1142,31,Female,227426,23,109,109,69436.42,69436.42,1,0,0,0,0.7692307692307693,-0.6153846153846154,-0.955230799780012,2,Very High
CUST1143,20,Female,1104064,0,113,113,309682.61,309682.61,1,1,1,1,-1.0,-0.46153846153846156,-0.26148100128467744,0,Very Low
CUST1144,18,Female,1811887,0,139,139,532210.33,532210.33,0,0,0,0,-1.0,0.5384615384615384,0.38110384432567834,3,Medium
CUST1145,22,Female,1404540,13,140,140,393623.76,393623.76,0,1,0,0,0.0,0.5769230769230769,-0.019087330450743862,3,Medium
CUST1146,43,Male,1867761,3,113,113,562583.94,562583.94,0,1,0,0,-0.7692307692307693,-0.46153846153846156,0.46881256435605995,1,Low
CUST1147,31,Male,1176729,10,121,121,421411.8,421411.8,0,1,0,0,-0.23076923076923078,-0.15384615384615385,0.061155137288620834,1,Low
CUST1148,56,Female,871367,17,121,121,294033.78,294033.78,0,1,0,0,0.3076923076923077,-0.15384615384615385,-0.3066695333450099,2,Very High
CUST1149,44,Female,1852641,15,122,122,512048.54,512048.54,0,0,0,0,0.15384615384615385,-0.11538461538461539,0.322883409072136,5,Ultra
CUST1150,26,Male,2342010,16,136,136,776210.5,776210.5,0,1,0,0,0.23076923076923078,0.4230769230769231,1.0856938682937063,5,Ultra
CUST1151,32,Male,2211153,23,147,147,786211.53,785374.4524000001,0,0,0,0,0.7692307692307693,0.8461538461538461,1.1121562655992405,5,Ultra
CUST1152,32,Female,1069530,1,159,159,319092.63,319092.63,0,1,1,0,-0.9230769230769231,1.3076923076923077,-0.23430804391608367,3,Medium
CUST1153,43,Female,656185,3,119,119,191857.94,191857.94,0,0,0,0,-0.7692307692307693,-0.23076923076923078,-0.601718825952279,0,Very Low
CUST1154,59,Male,1130569,2,139,139,380650.15,380650.15,0,1,0,0,-0.8461538461538461,0.5384615384615384,-0.05655073131989832,3,Medium
CUST1155,30,Male,1289867,14,127,127,419840.67,419840.67,1,0,0,0,0.07692307692307693,0.07692307692307693,0.056618244857943874,5,Ultra
CUST1156,68,Female,1287381,1,136,136,365095.87,365095.87,1,0,0,0,-0.9230769230769231,0.4230769230769231,-0.10146623493616808,3,Medium
CUST1157,49,Male,1347407,23,129,129,378867.32,378867.32,0,0,0,0,0.7692307692307693,0.15384615384615385,-0.06169894180037024,2,Very High
CUST1158,56,Male,2446667,18,152,152,711876.86,711876.86,0,0,0,0,0.38461538461538464,1.0384615384615385,0.8999200594084482,5,Ultra
CUST1159,66,Female,209290,8,134,134,125614.38,125614.38,0,1,0,0,-0.38461538461538464,0.34615384615384615,-0.7930078382842273,3,Medium
CUST1160,69,Female,1594354,9,90,90,460815.93,460815.93,0,0,0,0,-0.3076923076923077,-1.3461538461538463,0.17494094695071774,4,High
CUST1161,49,Female,2054080,20,143,143,616115.17,616115.17,0,1,0,0,0.5384615384615384,0.6923076923076923,0.6233926641516383,5,Ultra
CUST1162,21,Male,1029722,24,148,148,358478.64,358478.64,1,0,0,0,0.8461538461538461,0.8846153846153846,-0.12057455868980292,2,Very High
CUST1163,47,Female,285186,18,129,129,148852.19,148852.19,0,1,0,0,0.38461538461538464,0.15384615384615385,-0.7259048969015861,2,Very High
CUST1164,54,Male,2050123,4,119,119,569744.84,569744.84,0,1,0,0,-0.6923076923076923,-0.23076923076923078,0.48949082332052163,1,Low
CUST1165,40,Female,1778013,13,109,109,471785.63,471785.63,0,0,0,0,0.0,-0.6153846153846154,0.20661773301985073,4,High
CUST1166,56,Female,1786485,9,133,133,552859.38,552859.38,0,0,0,0,-0.3076923076923077,0.3076923076923077,0.44073132177545654,5,Ultra
CUST1167,62,Male,985088,15,89,89,300403.55,300403.55,0,1,0,0,0.15384615384615385,-1.3846153846153846,-0.28827579043503243,4,High
CUST1168,32,Male,2208880,5,115,115,700773.48,700773.48,1,0,1,1,-0.6153846153846154,-0.38461538461538464,0.86785725068038,1,Low
CUST1169,60,Female,2221123,24,127,127,594584.04,594584.04,1,0,0,0,0.8461538461538461,0.07692307692307693,0.5612180377865881,5,Ultra
CUST1170,46,Female,2065407,7,106,106,603004.26,603004.26,0,0,1,1,-0.46153846153846156,-0.7307692307692307,0.5855327872870334,1,Low
CUST1171,53,Male,1553818,1,141,141,476763.75,476763.75,1,1,1,0,-0.9230769230769231,0.6153846153846154,0.22099286107863741,3,Medium
CUST1172,30,Female,2080519,17,120,120,575309.97,575309.97,0,1,0,0,0.3076923076923077,-0.19230769230769232,0.5055610378621147,4,High
CUST1173,49,Male,1563963,20,144,144,493832.76,493832.76,0,0,0,0,0.5384615384615384,0.7307692307692307,0.2702823929876132,5,Ultra
CUST1174,24,Male,1772566,20,150,150,592065.62,592065.62,0,0,0,0,0.5384615384615384,0.9615384615384616,0.5539456920002651,5,Ultra
CUST1175,68,Female,1015182,20,131,131,256598.25,256598.25,0,0,0,0,0.5384615384615384,0.23076923076923078,-0.41477069155303836,2,Very High
CUST1176,39,Male,1134814,19,140,140,380238.55,380238.55,0,1,0,0,0.46153846153846156,0.5769230769230769,-0.057739293007643314,2,Very High
CUST1177,45,Male,1041830,7,116,116,306885.89,306885.89,0,0,0,0,-0.46153846153846156,-0.34615384615384615,-0.2695569834113778,0,Very Low
CUST1178,19,Male,937902,4,128,128,250808.5,250808.5,0,1,0,0,-0.6923076923076923,0.11538461538461539,-0.4314895327377346,3,Medium
CUST1179,59,Female,506489,16,122,122,129101.59,129101.59,0,1,0,0,0.23076923076923078,-0.11538461538461539,-0.7829379544088123,2,Very High
CUST1180,62,Male,2412073,15,126,126,769380.13,769380.13,0,1,0,0,0.15384615384615385,0.038461538461538464,1.0659700682569666,5,Ultra
CUST1181,23,Female,816017,25,153,153,223633.66,223633.66,1,1,0,0,0.9230769230769231,1.0769230769230769,-0.5099612861259692,2,Very High
CUST1182,45,Female,2428610,4,144,144,709366.26,709366.26,0,0,0,0,-0.6923076923076923,0.7307692307692307,0.8926702951391278,5,Ultra
CUST1183,45,Female,2338030,16,134,134,752492.8,752492.8,0,0,0,0,0.23076923076923078,0.34615384615384615,1.0172051667839226,5,Ultra
CUST1184,61,Male,2497893,3,142,142,789182.68,785374.4524000001,1,0,0,0,-0.7692307692307693,0.6538461538461539,1.1121562655992405,1,Low
CUST1185,61,Male,1417997,0,119,119,402426.92,402426.92,0,1,0,1,-1.0,-0.23076923076923078,0.006333220343931264,1,Low
CUST1186,37,Female,1863216,21,102,102,651745.84,651745.84,1,0,0,0,0.6153846153846154,-0.8846153846153846,0.7262819966848773,4,High
CUST1187,47,Female,1188807,5,105,105,400698.88,400698.88,0,1,0,0,-0.6153846153846154,-0.7692307692307693,0.0013432248655769002,0,Very Low
CUST1188,28,Male,1683313,0,121,121,582138.89,582138.89,0,0,0,0,-1.0,-0.15384615384615385,0.5252806507889245,1,Low
CUST1189,45,Female,1787497,23,151,151,624878.69,624878.69,1,0,0,0,0.7692307692307693,1.0,0.6486987480238103,5,Ultra
