CustomerID,Age,Gender,AnnualIncome,Tenure,Transactions,Transactions_w,AvgBalance,AvgBalance_w,LoanHistory,CreditCardUsage,DefaultHistory,Churn,z_Tenure,z_Transactions,z_AvgBalance,LFM_Cluster,LFM_Band,P_Hard,P_Soft
CUST1029,42,Female,1308123,11,128,128,500736.91,500736.91,1,0,1,0,-0.1538461538461538,0.1153846153846153,0.2902192447282445,1,Low,0.6460972226305798,0.4105038836360156
CUST1030,66,Female,1966087,11,143,143,601404.98,601404.98,1,1,1,0,-0.1538461538461538,0.6923076923076923,0.5809146071704719,5,Ultra,0.6460972226305798,0.47739515860899834
CUST1031,44,Female,2255852,3,141,141,652999.23,652999.23,1,1,0,0,-0.7692307692307693,0.6153846153846154,0.7299013633850779,3,Medium,0.0,0.2275710570607504
CUST1032,59,Female,965127,15,143,143,273700.94,273700.94,1,1,0,0,0.1538461538461538,0.6923076923076923,-0.3653839031872034,2,Very High,0.0,0.32613372242345096
CUST1033,45,Female,1871570,19,112,112,526300.0,526300.0,0,1,0,0,0.4615384615384615,-0.5,0.3640368088545189,4,High,0.0,0.2692093055731906
CUST1034,33,Male,2173020,9,152,152,640385.48,640385.48,0,1,0,0,-0.3076923076923077,1.0384615384615383,0.6934771165707142,5,Ultra,0.0,0.26233174552678024
CUST1035,32,Male,1617119,24,119,119,633144.44,633144.44,0,1,0,0,0.8461538461538461,-0.2307692307692307,0.6725674403719087,4,High,0.0,0.24524181281013552
CUST1036,64,Female,521289,9,141,141,203911.61,203911.61,1,0,0,0,-0.3076923076923077,0.6153846153846154,-0.5669119008825027,3,Medium,0.0,0.31203320569629994
CUST1037,68,Female,2471834,6,143,143,771186.9,771186.9,0,0,0,0,-0.5384615384615384,0.6923076923076923,1.0711874093662157,5,Ultra,0.0,0.23160764851644225
CUST1038,61,Male,1568240,13,143,143,488445.2,488445.2,0,0,0,0,0.0,0.6923076923076923,0.2547249405910464,5,Ultra,0.0,0.29915725250880904
CUST1039,69,Female,1777408,6,141,141,538740.67,538740.67,0,1,0,0,-0.5384615384615384,0.6153846153846154,0.3999612591263296,3,Medium,0.0,0.2574623733157336
CUST1040,20,Male,1208358,11,136,136,368877.34,368877.34,1,0,0,0,-0.1538461538461538,0.4230769230769231,-0.090546627634524,3,Medium,0.0,0.2987099255280878
CUST1041,54,Male,1157122,10,126,126,428755.75,428755.75,0,1,1,0,-0.2307692307692307,0.0384615384615384,0.0823619827859826,1,Low,0.6460972226305798,0.4258703485357789
CUST1042,68,Male,2134062,16,158,158,647386.39,647386.39,1,0,1,0,0.2307692307692307,1.2692307692307692,0.7136933784884745,5,Ultra,0.6460972226305798,0.5014943802073084
CUST1043,24,Female,2191524,10,147,147,646447.99,646447.99,0,1,0,0,-0.2307692307692307,0.8461538461538461,0.710983596448193,5,Ultra,0.0,0.24606386200023642
CUST1044,38,Female,1174090,20,136,136,300009.38,300009.38,0,1,0,0,0.5384615384615384,0.4230769230769231,-0.2894140201737554,2,Very High,0.0,0.2887380691857475
CUST1045,26,Female,459711,2,117,117,144829.92,144829.92,0,0,1,0,-0.8461538461538461,-0.3076923076923077,-0.7375198532178292,0,Very Low,0.906508409742926,0.4609853190727006
CUST1046,56,Male,825122,18,154,154,217398.05,217398.05,1,0,0,0,0.3846153846153846,1.1153846153846154,-0.5279676202992417,2,Very High,0.0,0.2557435064560036
CUST1047,35,Male,2337154,21,120,120,692521.46,692521.46,0,0,0,0,0.6153846153846154,-0.1923076923076923,0.8440282059318266,5,Ultra,0.0,0.27454559517689336
CUST1048,21,Male,455549,3,95,95,88693.56,88693.56,1,1,0,0,-0.7692307692307693,-1.1538461538461535,-0.8996226879735503,0,Very Low,0.4368392518297639,0.24438500559690313
CUST1049,42,Female,1181124,7,118,118,357538.29,357538.29,0,0,1,0,-0.4615384615384615,-0.2692307692307692,-0.1232899716710248,0,Very Low,0.6460972226305798,0.45513506738546866
CUST1050,31,Male,1991624,13,130,130,564576.73,564576.73,1,0,0,0,0.0,0.1923076923076923,0.4745670683544107,5,Ultra,0.0,0.29912989459134987
CUST1051,67,Male,682843,19,124,124,141340.21,141340.21,1,1,0,0,0.4615384615384615,-0.0384615384615384,-0.7475969562482963,2,Very High,0.0,0.22737122492772374
CUST1052,26,Female,574994,23,134,134,235619.13,235619.13,0,0,0,0,0.7692307692307693,0.3461538461538461,-0.4753512996060087,2,Very High,0.0,0.24341166492603508
CUST1053,43,Male,1902875,13,101,101,498259.57,498259.57,1,1,0,0,0.0,-0.9230769230769232,0.2830655240977345,4,High,0.0,0.23066087387368378
CUST1054,19,Male,1978650,15,130,130,554436.81,554436.81,0,1,0,0,0.1538461538461538,0.1923076923076923,0.4452864064768644,5,Ultra,0.0,0.2936832682839234
CUST1055,37,Female,470640,14,119,119,160108.47,160108.47,0,1,0,0,0.0769230769230769,-0.2307692307692307,-0.6934005646505437,0,Very Low,0.0,0.2337083171830714
CUST1056,45,Female,1369098,11,130,130,460729.72,460729.72,0,0,0,0,-0.1538461538461538,0.1923076923076923,0.1746920016079079,5,Ultra,0.0,0.25104027913361104
CUST1057,64,Male,605486,15,154,154,180188.98,180188.98,0,1,0,0,0.1538461538461538,1.1153846153846154,-0.6354148385660486,2,Very High,0.0,0.2829269931304874
CUST1058,24,Female,1808439,19,114,114,536383.98,536383.98,1,1,0,0,0.4615384615384615,-0.4230769230769231,0.3931559349186241,4,High,0.0,0.24031932707192585
CUST1059,61,Male,674406,18,140,140,136701.95,136701.95,1,0,0,0,0.3846153846153846,0.5769230769230769,-0.7609906834927073,2,Very High,0.0,0.2526764481934231
CUST1060,25,Female,1849478,4,150,150,520359.79,520359.79,0,0,0,0,-0.6923076923076923,0.9615384615384616,0.346883490042179,3,Medium,0.0,0.31864534364324104
CUST1061,64,Male,1342142,11,130,130,318004.34,318004.34,0,1,0,0,-0.1538461538461538,0.1923076923076923,-0.2374506576166567,3,Medium,0.0,0.22609934640415688
CUST1062,52,Female,1500637,4,140,140,441551.55,441551.55,0,0,0,0,-0.6923076923076923,0.5769230769230769,0.1193119284712257,3,Medium,0.0,0.2519094692679095
CUST1063,31,Male,2183488,9,93,93,679056.26,679056.26,0,1,0,0,-0.3076923076923077,-1.2307692307692308,0.8051452592898867,1,Low,0.0,0.24291909485488988
CUST1064,34,Female,601914,25,133,133,199958.05,199958.05,0,0,0,0,0.9230769230769232,0.3076923076923077,-0.5783284459412993,2,Very High,0.0,0.27036912503476024
CUST1065,53,Female,1450040,16,107,107,346527.16,346527.16,1,1,0,0,0.2307692307692307,-0.6923076923076923,-0.1550863935776779,4,High,0.0,0.2613505965371202
CUST1066,67,Female,1996999,14,131,131,630039.68,630039.68,1,0,0,0,0.0769230769230769,0.2307692307692307,0.6636019428363337,5,Ultra,0.0,0.34687134920019286
CUST1067,57,Female,1156996,7,122,122,411538.61,411538.61,0,0,1,1,-0.4615384615384615,-0.1153846153846153,0.0326447015018716,1,Low,0.6460972226305798,0.5097636723269332
CUST1068,21,Female,237355,7,125,125,52365.03,52365.03,1,0,0,0,-0.4615384615384615,0.0,-1.004527204324597,0,Very Low,0.7083062441052326,0.2402403251725203
CUST1069,19,Female,1286266,7,121,121,464677.92,464677.92,0,1,0,0,-0.4615384615384615,-0.1538461538461538,0.1860930687982733,1,Low,0.0,0.2592609714107609
CUST1070,23,Female,940174,9,145,145,259433.28,259433.28,0,0,0,0,-0.3076923076923077,0.7692307692307693,-0.4065840830943226,3,Medium,0.0,0.26352504595135423
CUST1071,59,Male,403811,19,108,108,43718.35,43718.35,0,0,0,0,0.4615384615384615,-0.6538461538461539,-1.0294958937662635,0,Very Low,0.8533227429176596,0.31823635585474136
CUST1072,21,Male,1829494,12,110,110,541363.29,541363.29,0,1,0,0,-0.0769230769230769,-0.5769230769230769,0.4075344992952157,1,Low,0.0,0.2591398596843432
CUST1073,46,Female,379243,15,126,126,98724.82,98724.82,1,1,1,0,0.1538461538461538,0.0384615384615384,-0.8706557994511794,2,Very High,0.8409873708381171,0.5017945932572299
CUST1074,35,Female,1794522,8,131,131,591183.58,591183.58,0,1,0,0,-0.3846153846153846,0.2307692307692307,0.5513986585914737,1,Low,0.0,0.25452274120436674
CUST1075,43,Male,1768333,15,111,111,480639.61,480639.61,1,1,0,0,0.1538461538461538,-0.5384615384615384,0.2321850347984209,4,High,0.0,0.28988242042799794
CUST1076,61,Male,477941,9,127,127,163170.7,163170.7,0,1,0,0,-0.3076923076923077,0.0769230769230769,-0.6845578793807112,0,Very Low,0.0,0.2464124363914022
CUST1077,51,Female,2262574,2,129,129,592703.79,592703.79,0,1,0,0,-0.8461538461538461,0.1538461538461538,0.5557885112720538,1,Low,0.8527436776230882,0.2606763578529636
CUST1078,27,Male,1562956,22,108,108,441541.78,441541.78,1,1,0,0,0.6923076923076923,-0.6538461538461539,0.1192837160132829,4,High,0.0,0.24886765421542492
CUST1079,53,Male,730553,21,136,136,200172.73,200172.73,0,0,0,0,0.6153846153846154,0.4230769230769231,-0.5777085226586823,2,Very High,0.0,0.26083596339902765
CUST1080,31,Female,1768911,24,148,148,505417.49,505417.49,1,0,0,0,0.8461538461538461,0.8846153846153846,0.3037351778293742,5,Ultra,0.0,0.26458114179488446
CUST1081,48,Female,1451782,13,112,112,357288.0,357288.0,1,1,0,0,0.0,-0.5,-0.1240127245982008,4,High,0.0,0.28499157207443104
CUST1082,65,Female,2266799,12,136,136,652796.74,652796.74,0,1,0,0,-0.0769230769230769,0.4230769230769231,0.7293166407024942,5,Ultra,0.0,0.25193444595871045
CUST1083,32,Male,646710,3,98,98,195510.66,195510.66,1,0,0,0,-0.7692307692307693,-1.0384615384615383,-0.5911710051358078,0,Very Low,0.0,0.2555580908201834
CUST1084,25,Female,1169772,3,102,102,404100.0,404100.0,1,0,0,0,-0.7692307692307693,-0.8846153846153846,0.0111645099176247,0,Very Low,0.0,0.2655026362955421
CUST1085,31,Female,1930934,5,119,119,541001.36,541001.36,0,0,0,0,-0.6153846153846154,-0.2307692307692307,0.4064893677800418,1,Low,0.0,0.2512387696023173
CUST1086,40,Male,1340002,23,105,105,351023.7,351023.7,1,0,0,0,0.7692307692307693,-0.7692307692307693,-0.1421019057948488,4,High,0.0,0.2990878656234466
CUST1087,57,Female,2227419,18,138,138,781422.98,781422.98,1,0,0,0,0.3846153846153846,0.5,1.1007457488236785,5,Ultra,0.0,0.25802752142387075
CUST1088,38,Male,1656098,10,89,89,390415.06,390415.06,0,0,0,0,-0.2307692307692307,-1.3846153846153846,-0.028352971576757,4,High,0.0,0.3030712674966443
CUST1089,33,Male,1030258,7,134,134,270904.45,270904.45,0,1,1,0,-0.4615384615384615,0.3461538461538461,-0.373459221151639,3,Medium,0.7490585010007872,0.48757097570828395
CUST1090,62,Male,297375,13,97,97,36350.75,36350.75,1,0,0,1,0.0,-1.0769230769230769,-1.0507710324704165,0,Very Low,0.9282032082481352,0.2801030744590894
CUST1091,35,Male,2019941,7,131,131,521949.54,521949.54,1,1,0,0,-0.4615384615384615,0.2307692307692307,0.3514741507396825,1,Low,0.0,0.24581132107308018
CUST1092,64,Male,2389465,13,129,129,712234.29,712234.29,1,0,0,0,0.0,0.1538461538461538,0.9009521964445288,5,Ultra,0.0,0.2311255994875987
CUST1093,41,Male,280294,22,149,149,138638.97,138638.97,0,0,0,0,0.6923076923076923,0.9230769230769232,-0.7553972244052545,2,Very High,0.0,0.26481098404106007
CUST1094,43,Female,2392209,6,94,94,769719.3,769719.3,0,1,0,0,-0.5384615384615384,-1.1923076923076923,1.066949476584548,1,Low,0.0,0.25653549921425806
CUST1095,42,Female,2448753,20,129,129,763249.36,763249.36,1,0,0,0,0.5384615384615384,0.1538461538461538,1.0482664765699508,5,Ultra,0.0,0.28449042018224285
CUST1096,62,Female,1992563,17,111,111,657279.18,657279.18,0,0,1,0,0.3076923076923077,-0.5384615384615384,0.7422604124508306,4,High,0.6460972226305798,0.4145024774892637
CUST1097,58,Male,583829,11,100,100,163211.49,163211.49,0,0,0,0,-0.1538461538461538,-0.9615384615384616,-0.6844400916468845,0,Very Low,0.0,0.27342217736926133
CUST1098,46,Female,1742708,13,106,106,522914.82,522914.82,0,1,0,0,0.0,-0.7307692307692307,0.354261553135082,4,High,0.0,0.2763283571014243
CUST1099,32,Male,2275713,14,142,142,694840.45,694840.45,0,1,1,0,0.0769230769230769,0.6538461538461539,0.8507246652813492,5,Ultra,0.6460972226305798,0.4355111845999871
CUST1100,62,Female,715303,17,156,156,278055.45,278055.45,0,1,1,0,0.3076923076923077,1.1923076923076923,-0.352809550041183,2,Very High,0.7490585010007872,0.5354950280281618
CUST1101,18,Male,1512628,11,90,90,433604.54,433604.54,0,1,0,0,-0.1538461538461538,-1.3461538461538465,0.0963636495156243,4,High,0.0,0.22715628085968298
CUST1102,42,Female,1222762,9,94,94,426735.56,426735.56,0,0,0,0,-0.3076923076923077,-1.1923076923076923,0.076528356848263,0,Very Low,0.0,0.2941209017941756
CUST1103,24,Male,1672150,11,124,124,580590.96,580590.96,0,0,0,0,-0.1538461538461538,-0.0384615384615384,0.520810752117129,1,Low,0.0,0.29217485538029464
CUST1104,26,Female,754700,7,127,127,242087.96,242087.96,1,0,0,0,-0.4615384615384615,0.0769230769230769,-0.4566715048962546,0,Very Low,0.0,0.24234595739539502
CUST1105,41,Male,2163327,5,142,142,689503.15,689503.15,0,1,0,0,-0.6153846153846154,0.6538461538461539,0.8353123467779461,5,Ultra,0.0,0.2881853528727126
CUST1106,18,Female,453928,23,110,110,77183.56,77183.56,1,1,0,0,0.7692307692307693,-0.5769230769230769,-0.9328596778325,2,Very High,0.7083062441052326,0.29099779541966914
CUST1107,61,Male,1460680,18,141,141,466700.81,466700.81,1,1,0,0,0.3846153846153846,0.6153846153846154,0.1919344914234489,5,Ultra,0.0,0.3375088982521171
CUST1108,25,Female,202928,0,111,111,89189.33,89189.33,1,0,1,1,-1.0,-0.5384615384615384,-0.8981910717735179,0,Very Low,0.9667646529485872,0.4441522014235218
CUST1109,41,Female,1051590,12,146,146,328380.0,328380.0,1,0,0,0,-0.0769230769230769,0.8076923076923077,-0.2074892582943362,3,Medium,0.0,0.33264256117949836
CUST1110,28,Female,1410280,21,131,131,466711.16,466711.16,0,0,0,0,0.6153846153846154,0.2307692307692307,0.1919643787253637,5,Ultra,0.0,0.2854288477082476
CUST1111,68,Male,232309,15,89,89,77949.55,77949.55,0,1,0,0,0.1538461538461538,-1.3846153846153846,-0.930647757601218,0,Very Low,0.8747059887823412,0.28413926624394564
CUST1112,34,Male,995712,17,101,101,282098.34,282098.34,1,0,0,0,0.3076923076923077,-0.9230769230769232,-0.3411350501340718,4,High,0.0,0.26329996099369557
CUST1113,25,Male,240449,11,138,138,66307.27,66307.27,1,1,1,0,-0.1538461538461538,0.5,-0.9642667273922736,2,Very High,0.8409873708381171,0.4617734347436226
CUST1114,52,Male,1204675,24,91,91,357110.99,357110.99,0,0,0,0,0.8461538461538461,-1.3076923076923077,-0.1245238696524956,4,High,0.0,0.2107142253039243
CUST1115,52,Male,1013389,4,146,146,303541.98,303541.98,0,1,0,0,-0.6923076923076923,0.8076923076923077,-0.2792130653192181,3,Medium,0.0,0.3010759927851685
CUST1116,50,Female,1940831,20,129,129,563887.33,563887.33,0,1,0,0,0.5384615384615384,0.1538461538461538,0.4725763141572986,5,Ultra,0.0,0.2952854916624076
CUST1117,22,Male,799181,12,144,144,219269.25,219269.25,0,1,0,0,-0.0769230769230769,0.7307692307692307,-0.5225642271259952,3,Medium,0.0,0.2689972037191662
CUST1118,59,Female,1704915,25,107,107,543430.66,543430.66,1,0,0,0,0.9230769230769232,-0.6923076923076923,0.4135043651270746,4,High,0.0,0.30140227263335123
CUST1119,56,Female,873769,7,115,115,264533.85,264533.85,0,0,0,0,-0.4615384615384615,-0.3846153846153846,-0.3918553608210939,0,Very Low,0.0,0.2244056886707117
CUST1120,58,Male,1773851,5,143,143,474163.16,474163.16,0,0,0,0,-0.6153846153846154,0.6923076923076923,0.2134832361040686,3,Medium,0.0,0.27203036353055865
CUST1121,45,Female,2220542,2,142,142,694312.01,694312.01,1,0,0,1,-0.8461538461538461,0.6538461538461539,0.8491987091630988,3,Medium,0.8527436776230882,0.26149881672024866
CUST1122,24,Male,1736519,24,137,137,475715.24,475715.24,0,1,0,0,0.8461538461538461,0.4615384615384615,0.2179651185732501,5,Ultra,0.0,0.23310736370815813
CUST1123,26,Male,574494,25,147,147,266628.92,266628.92,0,0,0,0,0.9230769230769232,0.8461538461538461,-0.3858055067512599,2,Very High,0.0,0.3053983872659418
CUST1124,25,Male,2101412,19,111,111,579915.65,579915.65,0,1,0,0,0.4615384615384615,-0.5384615384615384,0.5188606850778896,4,High,0.0,0.2798077618183683
CUST1125,29,Female,316751,25,149,149,191349.1,191349.1,0,0,0,0,0.9230769230769232,0.9230769230769232,-0.6031881838949226,2,Very High,0.0,0.2384398182214837
CUST1126,51,Male,1954217,3,119,119,609084.65,609084.65,0,1,0,0,-0.7692307692307693,-0.2307692307692307,0.6030908985614434,1,Low,0.0,0.28641412722546433
CUST1127,50,Male,2345383,11,159,159,682478.61,682478.61,1,1,0,0,-0.1538461538461538,1.3076923076923077,0.8150278494066352,5,Ultra,0.0,0.23565038993209275
CUST1128,65,Male,1932968,12,135,135,540725.14,540725.14,1,1,0,0,-0.0769230769230769,0.3846153846153846,0.4056917377766675,5,Ultra,0.0,0.22528538332448564
CUST1129,40,Female,1539025,1,141,141,491264.75,491264.75,0,0,0,0,-0.9230769230769232,0.6153846153846154,0.2628668480416808,3,Medium,0.8527436776230882,0.2962140754991756
CUST1130,41,Male,1369715,18,104,104,392668.49,392668.49,1,0,0,0,0.3846153846153846,-0.8076923076923077,-0.0218458273493154,4,High,0.0,0.2826049487414516
CUST1131,54,Female,1412250,3,128,128,387078.02,387078.02,0,1,0,0,-0.7692307692307693,0.1153846153846153,-0.0379892152465145,3,Medium,0.0,0.2259518237081564
CUST1132,52,Female,1788033,22,117,117,505165.04,505165.04,0,1,0,0,0.6923076923076923,-0.3076923076923077,0.3030061875522333,4,High,0.0,0.2728946032808669
CUST1133,61,Male,1274544,12,148,148,381112.78,381112.78,0,0,1,0,-0.0769230769230769,0.8846153846153846,-0.055214812239234,3,Medium,0.6460972226305798,0.4454628030795499
CUST1134,57,Female,2157692,18,128,128,650976.41,650976.41,1,1,0,0,0.3846153846153846,0.1153846153846153,0.724060142896244,5,Ultra,0.0,0.3045998446990619
CUST1135,39,Female,1311073,7,99,99,453834.51,453834.51,0,0,0,0,-0.4615384615384615,-1.0,0.1547809655657422,1,Low,0.0,0.22243554163381105
CUST1136,44,Male,1085686,7,136,136,313820.13,313820.13,0,1,0,0,-0.4615384615384615,0.4230769230769231,-0.2495332419205417,3,Medium,0.0,0.2804758712465778
CUST1137,52,Male,1841218,15,142,142,580971.21,580971.21,1,0,0,0,0.1538461538461538,0.6538461538461539,0.5219087856005231,5,Ultra,0.0,0.27215208860388446
CUST1138,18,Male,2333520,25,98,98,678562.73,678562.73,0,1,1,1,0.9230769230769232,-1.0384615384615383,0.8037201114527808,4,High,0.6460972226305798,0.39711885931225904
CUST1139,52,Female,244109,10,122,122,27412.82,27412.82,0,1,0,1,-0.2307692307692307,-0.1153846153846153,-1.0765807534756295,0,Very Low,0.8533227429176596,0.2575348188145932
CUST1140,54,Male,1437293,17,131,131,395559.0,395559.0,0,0,0,0,0.3076923076923077,0.2307692307692307,-0.0134990114016879,2,Very High,0.0,0.24807956833365613
CUST1141,64,Female,1174501,3,143,143,194591.98,194591.98,1,1,0,0,-0.7692307692307693,0.6923076923076923,-0.5938238424810398,3,Medium,0.0,0.2593786566378633
CUST1142,31,Female,227426,23,109,109,69436.42,69436.42,1,0,0,0,0.7692307692307693,-0.6153846153846154,-0.955230799780012,2,Very High,0.7083062441052326,0.2584119357478699
CUST1143,20,Female,1104064,0,113,113,309682.61,309682.61,1,1,1,1,-1.0,-0.4615384615384615,-0.2614810012846774,0,Very Low,0.8827498630546283,0.4598488781402588
CUST1144,18,Female,1811887,0,139,139,532210.33,532210.33,0,0,0,0,-1.0,0.5384615384615384,0.3811038443256783,3,Medium,0.8527436776230882,0.27261940556582964
CUST1145,22,Female,1404540,13,140,140,393623.76,393623.76,0,1,0,0,0.0,0.5769230769230769,-0.0190873304507438,3,Medium,0.0,0.24334232348163165
CUST1146,43,Male,1867761,3,113,113,562583.94,562583.94,0,1,0,0,-0.7692307692307693,-0.4615384615384615,0.4688125643560599,1,Low,0.0,0.2889718690107769
CUST1147,31,Male,1176729,10,121,121,421411.8,421411.8,0,1,0,0,-0.2307692307692307,-0.1538461538461538,0.0611551372886208,1,Low,0.0,0.3285294605045998
CUST1148,56,Female,871367,17,121,121,294033.78,294033.78,0,1,0,0,0.3076923076923077,-0.1538461538461538,-0.3066695333450099,2,Very High,0.0,0.30790753046118285
CUST1149,44,Female,1852641,15,122,122,512048.54,512048.54,0,0,0,0,0.1538461538461538,-0.1153846153846153,0.322883409072136,5,Ultra,0.0,0.28634835564744693
CUST1150,26,Male,2342010,16,136,136,776210.5,776210.5,0,1,0,0,0.2307692307692307,0.4230769230769231,1.0856938682937065,5,Ultra,0.0,0.301059341619733
CUST1151,32,Male,2211153,23,147,147,786211.53,785374.4524000001,0,0,0,0,0.7692307692307693,0.8461538461538461,1.1121562655992403,5,Ultra,0.0,0.2427643719553857
CUST1152,32,Female,1069530,1,159,159,319092.63,319092.63,0,1,1,0,-0.9230769230769232,1.3076923076923077,-0.2343080439160836,3,Medium,0.7562620989030329,0.5063857907974043
CUST1153,43,Female,656185,3,119,119,191857.94,191857.94,0,0,0,0,-0.7692307692307693,-0.2307692307692307,-0.601718825952279,0,Very Low,0.0,0.21544404151733126
CUST1154,59,Male,1130569,2,139,139,380650.15,380650.15,0,1,0,0,-0.8461538461538461,0.5384615384615384,-0.0565507313198983,3,Medium,0.8527436776230882,0.24197946759446018
CUST1155,30,Male,1289867,14,127,127,419840.67,419840.67,1,0,0,0,0.0769230769230769,0.0769230769230769,0.0566182448579438,5,Ultra,0.0,0.23840274632945957
CUST1156,68,Female,1287381,1,136,136,365095.87,365095.87,1,0,0,0,-0.9230769230769232,0.4230769230769231,-0.101466234936168,3,Medium,0.8527436776230882,0.24482729700272465
CUST1157,49,Male,1347407,23,129,129,378867.32,378867.32,0,0,0,0,0.7692307692307693,0.1538461538461538,-0.0616989418003702,2,Very High,0.0,0.24388262480192846
